0,2275.5184650421143
1,225.62972903251648
2,225.21615028381348
3,2267.717796564102
4,2275.6372153759003
5,223.90989661216736
6,223.56593012809753
7,223.53317141532898
8,222.24329710006714
9,223.50041270256042
10,224.87218379974365
11,224.40537214279175
12,224.76981282234192
13,223.1564462184906
14,223.53317141532898
15,223.4635591506958
16,222.71010875701904
17,223.49631786346436
18,223.1032133102417
19,223.92627596855164
20,223.96312952041626
21,223.97950887680054
22,222.17777967453003
23,224.80257153511047
24,223.11959266662598
25,222.70601391792297
26,223.18920493125916
27,222.72648811340332
28,222.3292887210846
29,222.26377129554749
30,223.55364561080933
31,223.96312952041626
32,222.65687584877014
33,224.46269989013672
34,222.65687584877014
35,223.17282557487488
36,225.6952464580536
37,222.2473919391632
38,223.54955077171326
39,224.80257153511047
40,223.54955077171326
41,223.47993850708008
42,222.64049649238586
43,223.96312952041626
44,222.26377129554749
45,222.28015065193176
46,223.08683395385742
47,223.15235137939453
48,224.03274178504944
49,225.23252964019775
