10,9.507315516471863,0.026604355850154242
20,18.948540329933167,0.10639678032691512
30,29.087361931800842,0.2629895418375614
40,38.85904026031494,0.1527798899035021
50,48.947495341300964,0.23515104724296895
60,59.25879156589508,0.30301929942419314
70,69.35109579563141,0.3554313636451552
80,78.89026916027069,0.2637563262701215
90,90.04878759384155,0.44749978396910156
100,98.75097584724426,0.47315007975083323
110,108.90969836711884,0.5031387235190612
120,119.60050427913666,0.6795478393522748
130,129.13288021087646,0.510638906818712
140,138.65067851543427,0.39134153367581487
150,148.83249592781067,0.4373899730503083
160,159.72419464588165,0.5265315314400694
170,169.4236400127411,0.6014926083414347
180,179.07370162010193,0.5067056283965292
190,189.31800627708435,0.5903277969589632
200,199.97384226322174,0.6373922363131103
