10,9.62704861164093,0.08911141385615201
20,19.578736066818237,0.20906058942335987
30,29.164426803588867,0.1692126249726089
40,39.00088548660278,0.19662051208521547
50,49.01653432846069,0.23724416389075145
60,58.99434685707092,0.2762034990822043
70,69.2618283033371,0.23977454717370414
80,79.31637811660767,0.2666030962975163
90,88.98781478404999,0.33815066214860284
100,98.86628651618958,0.5049729540495164
110,108.70290899276733,0.5826479424438917
120,118.99086463451385,0.36031122809497396
130,130.68449664115906,0.7158173033026086
140,139.107253074646,0.5486899567807921
150,149.60207998752594,0.5135484950729678
160,159.427973985672,0.5537794991981163
170,169.890451669693,0.6027646768194436
180,180.4307312965393,0.5371048955793434
190,190.1484396457672,0.7129464788835391
200,200.124614238739,0.4864399985628716
