10,14.118022441864014,0.22359705311145509
20,20.298444986343384,0.4484227164844459
30,30.643236994743347,0.19526654024234263
40,39.46802473068237,0.2129902756157054
50,49.253461718559265,0.15626775153971725
60,59.6119304895401,0.342267502456288
70,69.51063072681427,0.379203051496511
80,2284.8555171489716,4.512027594005998
90,91.38419651985168,0.5261119897206233
100,100.79020571708679,0.7604009077714974
110,110.30710315704346,0.7043241518435899
120,120.50366199016571,0.6946434110349858
130,131.45809364318848,0.8234344753542949
140,141.09521555900574,0.9844743856118647
150,151.09317469596863,0.8559393726794884
160,159.45794820785522,0.6911326634490311
170,170.41156089305878,0.6849297167461345
180,181.47475147247314,1.1341284584201157
190,190.7936224937439,0.7584501784951341
200,584.4395953416824,796.6286673906718
