20,5,0
40,5,0
60,5,33
60,10,0
80,5,50
80,10,0
100,5,50
100,10,12
100,15,0
120,5,50
120,10,48
120,15,2
120,20,0
140,5,43
140,10,34
140,15,1
140,20,0
160,5,48
160,10,16
160,15,11
160,20,0
180,5,5
180,10,8
180,15,4
180,20,0
180,25,0
200,5,1
200,10,0
