0,23.512566089630127
1,23.942524194717407
2,23.512566089630127
3,23.528945446014404
4,23.463428020477295
5,23.528945446014404
6,23.528945446014404
7,23.528945446014404
8,23.528945446014404
9,23.56579899787903
10,23.54532480239868
11,23.512566089630127
12,23.512566089630127
13,23.975282907485962
14,23.942524194717407
15,23.475712537765503
16,23.533040285110474
17,23.528945446014404
18,23.938429355621338
19,23.512566089630127
20,23.512566089630127
21,23.54941964149475
22,23.958903551101685
23,23.528945446014404
24,23.49618673324585
25,23.975282907485962
26,23.528945446014404
27,23.512566089630127
28,23.528945446014404
29,23.340582847595215
30,23.512566089630127
31,23.56579899787903
32,23.92614483833313
33,23.909765481948853
34,23.889291286468506
35,23.99166226387024
36,23.49618673324585
37,23.909765481948853
38,23.56170415878296
39,23.99166226387024
40,23.942524194717407
41,24.319249391555786
42,23.87291193008423
43,23.512566089630127
44,24.339723587036133
45,23.909765481948853
46,23.942524194717407
47,23.512566089630127
48,23.528945446014404
49,23.54532480239868
