0,2300.419181585312
1,280.3122103214264
2,280.26307225227356
3,281.17212653160095
4,279.4195353984833
5,280.75854778289795
6,2288.548243045807
7,282.01156854629517
8,279.45229411125183
9,281.17212653160095
10,279.8822522163391
11,2295.6118404865265
12,281.9951891899109
13,2290.9027755260468
14,2301.021122932434
15,2291.1279916763306
16,2301.021122932434
17,2288.5318636894226
18,2300.7959067821503
19,2291.8855369091034
20,280.7790219783783
21,2292.9665744304657
22,2301.381468772888
23,283.26868414878845
24,282.85510540008545
25,281.6184639930725
26,2288.96182179451
27,2300.898277759552
28,2291.4719581604004
29,2300.9187519550323
30,2293.466144800186
31,2301.8278062343597
32,2288.445872068405
33,2300.4028022289276
34,2291.025620698929
35,2300.7426738739014
36,2294.2523539066315
37,2300.3864228725433
38,2288.191992044449
39,2299.9933183193207
40,280.349063873291
41,2290.681654214859
42,281.66760206222534
43,280.7913064956665
44,280.4022967815399
45,279.55875992774963
46,280.4145812988281
47,279.54238057136536
48,281.2744975090027
49,280.7913064956665
