0,106.0030996799469
1,2290.730792284012
2,2299.7353434562683
3,2287.438541650772
4,2299.833619594574
5,2290.1697993278503
6,2299.526506662369
7,2291.627562046051
8,2303.2159566879272
9,2289.977341890335
10,2300.0260770320892
11,2290.0633335113525
12,2300.1079738140106
13,2289.563763141632
14,2299.8499989509583
15,2290.6980335712433
16,2299.6124982833862
17,280.45143485069275
18,104.79921698570251
19,281.29087686538696
20,104.76645827293396
21,103.53391170501709
22,103.92701625823975
23,2290.100187063217
24,281.7372143268585
25,103.51343750953674
26,102.60438323020935
27,107.7393114566803
28,281.29087686538696
29,108.16926956176758
30,280.4145812988281
31,106.89577460289001
32,105.21689057350159
33,106.10547065734863
34,103.46020460128784
35,105.21689057350159
36,282.0975601673126
37,282.1016550064087
38,105.98672032356262
39,106.02357387542725
40,105.66322803497314
41,102.22765803337097
42,2290.14932513237
43,282.1835517883301
44,102.60028839111328
45,103.9065420627594
46,103.89425754547119
47,104.75007891654968
48,105.21689057350159
49,107.73521661758423
